Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Maruti Suzuki,Ertiga ZXI+,733137,2023,53000,Petrol,Manual,Delhi,Green,First,Corporate,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Honda,CR-V 2.4 AT,909988,2019,67000,Petrol,Manual,Mumbai,Silver,Second,Corporate,,,,,,,,,
Toyota,Fortuner 3.0 MT,1008224,2009,127000,Diesel,Manual,Guwahati,Green,Third,Corporate,2982 cc,171@3600,343@1400,AWD,4695.0,1840.0,1850.0,7.0,80.0
Maruti Suzuki,Alto VXi,250603,2014,72600,Petrol,Automatic,Panchkula,Silver,Second,Dealer,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3620.0,1475.0,1460.0,5.0,35.0
Volvo,S90 D4 Inscription,5489586,2014,2600,Diesel,Manual,Mumbai,Blue,First,Individual,1969 cc,187 bhp @ 4250 rpm,400 Nm @ 1750 rpm,FWD,4963.0,1879.0,1443.0,5.0,55.0
BMW,X5 xDrive30d xLine,7941744,2013,21696,Diesel,Automatic,Mumbai,Green,Third,Dealer,2993 cc,262 bhp @ 4000 rpm,620 Nm @ 1500 rpm,AWD,4922.0,2004.0,1745.0,5.0,80.0
Maruti Suzuki,Ertiga VDI SHVS,571606,2010,64906,Diesel,Manual,Varanasi,Red,Third,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,Swift ZDi,467828,2001,38258,Diesel,Manual,Varanasi,Yellow,Second,Dealer,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0
Honda,City V,780769,2010,39000,Petrol,Manual,Noida,White,Second,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Hyundai,Creta E Plus 1.6 Petrol,912736,2002,49000,Petrol,Automatic,Pune,Red,First,Dealer,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Mahindra,Scorpio S10,809185,2009,67000,Diesel,Manual,Varanasi,White,Third,Corporate,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456.0,1820.0,1995.0,8.0,60.0
Honda,CR-V 2.4 AT,263135,2005,119300,Petrol,Automatic,Pune,Black,Second,Dealer,2354 cc,152@6000,215@3600,AWD,4630.0,1780.0,1710.0,5.0,58.0
Audi,A4 2.0 TDI (143 bhp),1025214,2023,93417,Diesel,Manual,Lucknow,Brown,Second,Individual,,,,,,,,,
Mahindra,XUV500 W10,1435005,2012,50000,Diesel,Manual,Chennai,Red,First,Corporate,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Renault,Kwid RXT [2015-2019],292073,2012,15507,Petrol,Manual,Thane,Brown,Third,Corporate,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,775250,2017,62000,Petrol,Automatic,Faridabad,Grey,Second,Corporate,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,4390.0,1699.0,1467.0,5.0,55.0
Nissan,Terrano XL D Plus,422898,2005,85000,Diesel,Automatic,Hyderabad,Yellow,Second,Individual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331.0,1822.0,1671.0,5.0,50.0
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,764464,2023,6600,Petrol,Automatic,Hyderabad,White,Second,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805.0,1680.0,1520.0,5.0,37.0
Jeep,Compass Sport 1.4 Petrol,1755384,2007,25700,Petrol,Manual,Karnal,Silver,Third,Individual,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD,4395.0,1818.0,1640.0,5.0,60.0
Land Rover,Discovery Sport HSE 7-Seater,4252518,2015,57300,Diesel,Automatic,Indore,Grey,First,Individual,2179 cc,148 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4600.0,2069.0,1724.0,7.0,65.0
Hyundai,Elite i20 Asta 1.4 CRDI [2016-2017],522056,2006,58339,Diesel,Manual,Panchkula,Blue,First,Dealer,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],487455,2000,53300,Petrol,Automatic,Pune,Brown,Second,Corporate,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765.0,1660.0,1520.0,5.0,43.0
Mahindra,XUV500 W8,564732,2019,143000,Diesel,Automatic,Mohali,Silver,Third,Corporate,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,Elantra 2.0 SX (O) AT,1586390,2002,22000,Petrol,Automatic,Mumbai,Yellow,Third,Corporate,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,FWD,4570.0,1800.0,1465.0,5.0,50.0
BMW,X3 xDrive20d,1837682,2004,82000,Diesel,Manual,Chandigarh,White,First,Individual,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,AWD,4648.0,1881.0,1661.0,5.0,67.0
Maruti Suzuki,Baleno Alpha Automatic,758524,2000,39000,Petrol,Automatic,Mumbai,Green,Third,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0
Hyundai,Verna Fluidic 1.6 CRDi SX,403374,2009,71000,Diesel,Manual,Agra,Grey,Second,Corporate,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370.0,1700.0,1475.0,5.0,43.0
Maruti Suzuki,Baleno Zeta 1.2,569658,2012,36058,Petrol,Manual,Mumbai,Red,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995.0,1745.0,1500.0,5.0,37.0
Hyundai,Creta 1.6 SX Plus AT Petrol,1182121,2017,50000,Petrol,Automatic,Mumbai,Grey,Second,Dealer,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Honda,City V Diesel,617558,2015,70000,Diesel,Automatic,Kanpur,White,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Swift VDi AMT [2018-2019],716920,2022,43000,Diesel,Automatic,Mumbai,Yellow,Second,Dealer,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0
Maruti Suzuki,Alto LXi BS-III,138375,2004,65000,Petrol,Automatic,Yamunanagar,Blue,Third,Dealer,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0
Mercedes-Benz,GLE 300d 4MATIC LWB,8882025,2017,9000,Diesel,Manual,Delhi,Red,Second,Dealer,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0
Mercedes-Benz,E-Class E350 CDI Avantgarde,1333062,2003,72000,Diesel,Automatic,Vadodara,White,First,Corporate,2987 cc,231@3800,540@1600,RWD,4868.0,1854.0,1471.0,5.0,80.0
Tata,Harrier XZ [2019-2020],1569625,2022,68758,Diesel,Automatic,Hyderabad,Green,First,Dealer,1956 cc,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
Hyundai,Creta SX 1.6 (O) Petrol,1235800,2001,44000,Petrol,Manual,Delhi,Green,First,Individual,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Toyota,Innova 2.5 G4 7 STR,612787,2019,76000,Diesel,Automatic,Kanpur,Grey,Third,Corporate,2494 cc,102@5600,200@1400,,4555.0,1770.0,1755.0,7.0,55.0
BMW,5-Series 520d Luxury Line [2017-2019],4442527,2019,31000,Diesel,Manual,Delhi,Grey,Third,Dealer,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Toyota,Commuter HiAce 3.0 L,3325742,2018,65000,Diesel,Manual,Ludhiana,White,First,Individual,,,,,,,,,
Porsche,718 Cayman [2017-2020],9153172,2016,7000,Petrol,Automatic,Faridabad,Silver,First,Corporate,1988 cc,295 bhp @ 6500 rpm,380 Nm @ 1950 rpm,RWD,4379.0,1801.0,1295.0,2.0,54.0
Mercedes-Benz,GLA 220 d Activity Edition,2338801,2013,79000,Diesel,Manual,Chennai,Yellow,Third,Corporate,2143 cc,168 bhp @ 3400 rpm,350 Nm @ 1400 rpm,AWD,4417.0,1804.0,1494.0,5.0,50.0
Renault,Kiger RXT Turbo CVT,771135,2002,13000,Petrol,Automatic,Dehradun,Black,Third,Dealer,999 cc,99 bhp @ 5000 rpm,152 Nm @ 2200 rpm,FWD,3991.0,1750.0,1605.0,5.0,40.0
Audi,A3 35 TDI Technology + Sunroof,2987320,2005,40910,Diesel,Automatic,Bangalore,Yellow,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,4456.0,1796.0,1416.0,5.0,50.0
Hyundai,i20 Magna 1.2,240605,2022,75431,Petrol,Manual,Mumbai,Red,Second,Corporate,,,,,,,,,
Mercedes-Benz,S-Class 500L,1553190,2007,44000,Petrol,Automatic,Mumbai,Grey,Second,Corporate,5461 cc,368 bhp @ 6300 rpm,505 Nm @ 4400 rpm,RWD,5226.0,2120.0,1479.0,5.0,90.0
Toyota,Corolla Altis 1.8 G,357788,2019,77000,Petrol,Automatic,Faridabad,Blue,First,Individual,1794 cc,132@6000,170@4200,FWD,4540.0,1760.0,1480.0,5.0,55.0
Audi,A4 2.0 TDI (177bhp) Premium Plus,1647002,2006,66000,Diesel,Automatic,Hyderabad,Grey,Second,Corporate,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Mahindra,XUV500 W6,876576,2017,114000,Diesel,Manual,Lucknow,Grey,First,Corporate,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585.0,1890.0,1785.0,7.0,70.0
Rolls-Royce,Ghost 6.5,18119353,2008,60000,Petrol,Manual,Mumbai,Grey,Second,Dealer,6592 cc,570 bhp @ 5250 rpm,780 Nm @ 1500 rpm,RWD,5399.0,1948.0,1550.0,5.0,82.5
Hyundai,Elite i20 Sportz 1.2,588458,2005,20281,Petrol,Automatic,Mumbai,Green,Second,Dealer,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,2054432,2007,41736,Diesel,Automatic,Ahmedabad,Blue,Third,Corporate,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395.0,1818.0,1640.0,5.0,60.0
Hyundai,Creta SX 1.6 CRDi (O),1037291,2015,60000,Diesel,Manual,Patna,Blue,First,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Maruti Suzuki,Vitara Brezza VDi,696659,2002,75793,Diesel,Manual,Navi Mumbai,Grey,First,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,3995.0,1790.0,1640.0,5.0,48.0
Maruti Suzuki,Ertiga VDi,415498,2020,78000,Diesel,Manual,Jalandhar,Silver,First,Dealer,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4265.0,1695.0,1685.0,7.0,45.0
Maruti Suzuki,Ciaz VXi (O),564801,2017,38000,Petrol,Automatic,Mumbai,Red,Second,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490.0,1730.0,1485.0,5.0,43.0
Toyota,Innova 2.4 G 7 STR [2016-2017],2461314,2021,24549,Diesel,Manual,Jaipur,Red,First,Corporate,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735.0,1830.0,1795.0,7.0,55.0
Maruti Suzuki,Alto LXi BS-III,183136,2011,19759,Petrol,Automatic,Chennai,Yellow,First,Individual,796 cc,47@6200,62@3000,,3495.0,1475.0,1460.0,5.0,35.0
Maruti Suzuki,Zen LXi BS-II,73675,2012,65082,Petrol,Manual,Kolkata,Grey,Second,Dealer,,,,,,,,,
Honda,City SV Diesel,579356,2012,85000,Diesel,Manual,Jaipur,Black,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mercedes-Benz,GLE 300d 4MATIC LWB,7761459,2001,18000,Diesel,Manual,Delhi,Green,Third,Individual,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,AWD,4924.0,2157.0,1772.0,5.0,93.0
Renault,Kwid RXT [2015-2019],426873,2007,32000,Petrol,Manual,Mysore,Green,Third,Corporate,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Chevrolet,Spark LS 1.0 BS-III,187362,2018,66000,Petrol,Automatic,Lucknow,White,Third,Corporate,995 cc,62 bhp @ 5400 rpm,90 Nm @ 4200 rpm,FWD,3495.0,1495.0,1518.0,5.0,38.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],457871,2004,12768,Petrol,Automatic,Ahmedabad,Black,Second,Dealer,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0
Maruti Suzuki,S-Presso VXi AMT,441735,2009,2169,Petrol,Manual,Mumbai,White,Third,Dealer,998 cc,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565.0,1520.0,1564.0,5.0,27.0
BMW,5-Series 530d M Sport [2013-2017],5902496,2002,40937,Diesel,Automatic,Chennai,Silver,First,Individual,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899.0,2094.0,1464.0,5.0,65.0
Mercedes-Benz,S-Class 350,734833,2003,102000,Petrol,Automatic,Pune,White,Third,Individual,3498 cc,272@6000,350@2400,RWD,5076.0,1871.0,1473.0,5.0,90.0
Hyundai,Eon Era +,217647,2004,48000,Petrol,Manual,Lucknow,Yellow,First,Corporate,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD,3495.0,1550.0,1500.0,5.0,32.0
Maruti Suzuki,Baleno Alpha Automatic,763812,2023,40000,Petrol,Automatic,Chennai,Grey,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],332604,2001,26807,Petrol,Manual,Mumbai,Brown,Second,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,3675.0,1475.0,1800.0,5.0,40.0
Hyundai,Creta 1.6 E Petrol,782019,2021,60125,Petrol,Manual,Delhi,White,Third,Individual,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270.0,1780.0,1630.0,5.0,60.0
Hyundai,Verna 1.6 CRDI SX,1188767,2018,40000,Diesel,Automatic,Ludhiana,Green,Third,Dealer,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
Audi,A4 30 TFSI Technology Pack,3728628,2009,18000,Petrol,Manual,Mumbai,Yellow,Third,Dealer,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,4726.0,1842.0,1427.0,5.0,54.0
Maruti Suzuki,Swift ZXi AMT [2018-2019],666399,2012,11874,Petrol,Automatic,Mumbai,Green,Third,Dealer,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3840.0,1735.0,1530.0,5.0,37.0
Hyundai,Xcent S 1.2,507227,2023,66000,Petrol,Automatic,Ahmedabad,Green,First,Dealer,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1660.0,1520.0,5.0,43.0
Audi,A4 2.0 TDI (177bhp) Premium Plus,1110676,2002,50000,Diesel,Manual,Pune,White,Third,Dealer,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,FWD,4701.0,1826.0,1427.0,5.0,63.0
Mahindra,XUV300 1.5 W6 [2019-2020],910326,2018,60888,Diesel,Automatic,Jalandhar,Silver,Second,Corporate,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,FWD,3995.0,1821.0,1627.0,5.0,42.0
BMW,X3 xDrive 20d Luxury Line [2018-2020],6031877,2020,18000,Diesel,Automatic,Delhi,Green,Third,Corporate,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4657.0,1881.0,1678.0,5.0,67.0
Mercedes-Benz,E-Class E 220d Expression [2019-2019],4690650,2018,51529,Diesel,Automatic,Bangalore,Black,First,Dealer,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Hyundai,i10 Sportz 1.2,190504,2016,60000,Petrol,Automatic,Roorkee,Red,First,Individual,1197 cc,80@5200,111@4000,FWD,3565.0,1595.0,1550.0,5.0,35.0
Maruti Suzuki,Alto VXi (O) [2014-2019],171320,2011,72000,Petrol,Manual,Kanpur,Grey,Third,Corporate,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545.0,1490.0,1475.0,5.0,35.0
Tata,Harrier XZ,1628917,2021,14400,Diesel,Manual,Ahmedabad,Blue,First,Corporate,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598.0,1894.0,1706.0,5.0,50.0
Audi,Q8 Celebration,10242048,2004,28000,Petrol,Automatic,Hyderabad,Red,Third,Individual,2995 cc,335 bhp @ 5000 rpm,500 Nm @ 1370 rpm,AWD,4986.0,1995.0,1705.0,5.0,85.0
Toyota,Glanza V,720640,2016,55000,Petrol,Manual,Jaipur,Yellow,First,Individual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995.0,1745.0,1510.0,5.0,37.0
Maruti Suzuki,XL6 Alpha MT Petrol,1205821,2019,13400,Petrol,Automatic,Mysore,Black,Third,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4445.0,1775.0,1700.0,6.0,45.0
BMW,5-Series 520d Luxury Line [2017-2019],2585046,2015,51800,Diesel,Manual,Navi Mumbai,Black,Second,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4936.0,1868.0,1479.0,5.0,65.0
Audi,Q7 45 TDI Technology Pack,7243194,2000,39850,Diesel,Manual,Surat,White,First,Individual,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,AWD,5052.0,1968.0,1740.0,7.0,75.0
Hyundai,Tucson 2WD AT GLS Diesel,1707810,2010,128000,Diesel,Manual,Pune,Grey,Second,Individual,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4475.0,1850.0,1660.0,5.0,62.0
Toyota,Innova 2.0 G1 BS-IV,590136,2012,261236,Petrol,Automatic,Mumbai,Red,Third,Individual,1998 cc,136@5600,182@4000,,4555.0,1770.0,1755.0,8.0,55.0
Maruti Suzuki,Celerio VXi AMT,403835,2008,35000,Petrol,Manual,Delhi,Blue,Second,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3600.0,1600.0,1560.0,5.0,35.0
Honda,City VX (O) MT BL,828684,2011,50000,Petrol,Manual,Patna,White,First,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Ertiga ZXi Plus,1190217,2012,23000,Petrol,Automatic,Bangalore,White,Third,Dealer,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,4395.0,1735.0,1690.0,7.0,45.0
Honda,City VX CVT,797151,2013,42000,Petrol,Automatic,Mumbai,Blue,First,Corporate,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Volvo,V40 Cross Country D3,1246878,2003,71141,Diesel,Automatic,Navi Mumbai,Green,First,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370.0,1783.0,1458.0,5.0,60.0
Maruti Suzuki,Wagon R VXi 1.0 [2019-2019],560673,2020,5000,Petrol,Manual,Kanpur,Black,First,Corporate,,,,,3655.0,1620.0,1675.0,5.0,32.0
Volvo,XC60 Inscription,1902141,2018,79000,Diesel,Automatic,Ahmedabad,Yellow,Second,Corporate,2400 cc,215 bhp @ 4000 rpm,440 Nm @ 1500 rpm,AWD,4644.0,1891.0,1713.0,5.0,70.0
Maruti Suzuki,Swift DZire VDI,278656,2016,65000,Diesel,Manual,Allahabad,White,Third,Dealer,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3395322,2010,25000,Diesel,Automatic,Noida,Grey,First,Corporate,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795.0,1855.0,1835.0,7.0,80.0
Mahindra,Scorpio SLE BS-IV,638268,2009,78000,Diesel,Manual,Ludhiana,Brown,First,Dealer,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430.0,1817.0,1975.0,8.0,60.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3382390,2023,68000,Diesel,Manual,Hyderabad,Red,Third,Corporate,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,4686.0,1810.0,1442.0,5.0,66.0
Mercedes-Benz,E-Class E 220d Exclusive [2019-2019],6161708,2022,9500,Diesel,Manual,Mumbai,Grey,First,Dealer,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063.0,1860.0,1494.0,5.0,80.0
Hyundai,Creta SX 1.6 CRDi,1291869,2001,58900,Diesel,Manual,Agra,Black,First,Dealer,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Honda,City V CVT Petrol [2017-2019],984480,2004,18000,Petrol,Manual,Delhi,Yellow,Second,Individual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,Alto VXI,402029,2007,2200,Petrol,Automatic,Mumbai,Black,Third,Dealer,,,,,,,,,
Volkswagen,Vento Comfortline Petrol,333872,2023,58000,Petrol,Manual,Chandigarh,Grey,Third,Individual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4384.0,1699.0,1466.0,5.0,55.0
Hyundai,Verna 1.6 VTVT SX,629156,2015,45000,Petrol,Automatic,Delhi,White,Third,Corporate,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
Hyundai,Verna 1.6 VTVT SX (O),1235698,2011,20000,Petrol,Manual,Delhi,Red,First,Corporate,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4375.0,1700.0,1475.0,5.0,43.0
Audi,Q7 3.0 TDI quattro Premium Plus,2474701,2010,48600,Diesel,Manual,Nashik,Red,Third,Individual,2967 cc,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089.0,1983.0,1737.0,6.0,100.0
Maruti Suzuki,Alto LXi CNG,149656,2000,90342,CNG,Manual,Ambala Cantt,Green,Second,Dealer,796 cc,39 bhp @ 6200 rpm,54 Nm @ 3000 rpm,FWD,3495.0,1475.0,1460.0,5.0,35.0
Tata,Safari 2.2 EX 4x2,386460,2007,97000,Diesel,Manual,Ambala Cantt,Red,Third,Dealer,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD,4655.0,1965.0,1922.0,7.0,55.0
Hyundai,Elite i20 Sportz 1.4,567235,2012,61000,Diesel,Automatic,Ahmedabad,Black,Second,Dealer,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985.0,1734.0,1505.0,5.0,45.0
Volvo,V40 D3 R-Design,1772017,2016,50000,Diesel,Manual,Coimbatore,Silver,Second,Individual,1984 cc,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370.0,1783.0,1458.0,5.0,60.0
BMW,X5 xDrive 30d M Sport,5729388,2001,68690,Diesel,Automatic,Hyderabad,Yellow,Third,Corporate,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886.0,1938.0,1762.0,5.0,
Maruti Suzuki,Swift DZire VXI,437520,2014,59000,Petrol,Automatic,Guwahati,Blue,Third,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995.0,1695.0,1555.0,5.0,42.0
Renault,Kwid 1.0 RXT AMT Opt,468980,2009,11183,Petrol,Manual,Mumbai,Silver,Second,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Toyota,Fortuner 3.0 4x4 MT,1217470,2017,121000,Diesel,Automatic,Ludhiana,Grey,First,Corporate,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705.0,1840.0,1850.0,7.0,80.0
Hyundai,Creta SX 1.6 AT Petrol,1328539,2017,29096,Petrol,Manual,Mumbai,Silver,First,Dealer,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270.0,1780.0,1665.0,5.0,55.0
Honda,Jazz VX Petrol,561708,2005,92270,Petrol,Automatic,Mumbai,Black,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3955.0,1694.0,1544.0,5.0,40.0
Maruti Suzuki,Wagon R VXI,396318,2019,43297,Petrol,Automatic,Kollam,Black,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,3599.0,1495.0,1700.0,5.0,35.0
Honda,City 1.5 S MT,500031,2018,96506,Petrol,Automatic,Bangalore,Silver,Third,Dealer,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,4440.0,1695.0,1485.0,5.0,42.0
Renault,Kwid 1.0 RXT [2016-2019],284491,2023,34736,Petrol,Manual,Hyderabad,Silver,Third,Individual,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679.0,1579.0,1478.0,5.0,28.0
Toyota,Corolla Altis 1.8 G,315468,2001,109000,Petrol,Manual,Mumbai,Green,Second,Individual,1794 cc,132@6000,170@4200,FWD,4540.0,1760.0,1480.0,5.0,55.0
